1	555005422.004674
z03mangahere	Shinrei Tantei Yakumo	VOL3 5	437950709.835228	L	http://www.mangahere.cc/manga/shinrei_tantei_yakumo/	437950709.835228
1	30	429076355.187784	429076523.821161
2	32	429077015.795026	429077127.445424
3	1	429077277.002261	429077280.179770
VOL2 1		429077634.235116	429077799.883394
VOL2 2		429165992.249503	429166048.304105
VOL2 3		429166049.306463	429166205.300727
4		429166205.789421	429166537.562474
5		429166538.585214	429166972.816777
6		429166975.121861	429167159.164985
7		429167160.559625	429167295.092521
8		429167295.447639	429167472.675791
9		429167773.511325	429168939.166169
10		429168939.573420	429169135.366766
VOL3 1	11	429251843.228842	429251847.170034
VOL3 2		429252027.618390	429252216.616127
VOL3 3		437950358.667549	437950528.864660
VOL3 4		437950546.086074	437950709.084022
VOL3 5	5	437950709.835228	437950725.843890
36		464333016.977034	464333016.977034
