1	516980716.521650
z03mangahere	Last Game	51.5	516980692.638257	L	http://www.mangahere.com/manga/last_game/	516980692.638257
3		470452725.188161	470452987.319312
11.5		470505566.072375	470505656.972839
10		470505389.020780	470505392.193675
6		470474113.724634	470474342.482750
2		470452485.646509	470452724.323739
11		470505392.564574	470505565.648143
9	32	470475389.461195	470475389.461195
5		470457884.837368	470458076.419098
1		470452181.670447	470452484.861700
15		470595251.652919	470595486.670597
8		470474634.122037	470474847.925713
13		470594689.611268	470594927.549906
14		470594928.738036	470595251.117960
4		470453146.912564	470453317.229149
7		470474343.112568	470474633.635034
12		470505657.372782	470505830.103920
16		470595487.112515	470595651.949953
17		470595653.254676	470595809.031974
18		470595809.664288	470596051.210584
19		470596052.544611	470596192.311851
20		470596193.274901	470596241.099129
21		470596241.656709	470596390.128481
22		470596390.805363	470596549.125307
24		470640578.751064	470640958.862031
23		470640574.701663	470640578.344698
25		470666468.364499	470666471.697974
26		470666472.091229	470666732.904664
27		470666733.337879	470667001.325062
29		470667289.984392	470667627.078522
28		470667002.107900	470667289.301251
30		470667627.798765	470671192.289536
31		470671192.716182	470672115.041288
32		470672115.435497	470680060.574870
33		470680061.006014	470680245.207858
34		470680245.827601	470680532.591099
35		470680533.021811	470680673.767403
36		470680674.545581	470680859.576710
37		470680860.354853	470680971.314527
38		470680971.754071	470683870.446360
39		470683870.884885	470683982.399042
39.5		443947069.441673	443947086.434896
39.6	37	443947086.911988	443947094.906177
8.2		470474854.737255	470474856.839999
8.1		470474848.715004	470474854.367441
40		470683982.801203	470684111.443789
41		470684111.901709	470684289.323887
42		470684289.787395	470687916.386659
43		470687917.028010	470688182.291796
44		470688182.714627	470694662.046660
45		470694662.562779	470694836.645482
46		470694837.034032	470694973.472956
47		470694973.891868	470695103.681736
48		470695104.085450	470695328.719756
49	29	470695329.959749	470695533.289896
50	29	474299394.266351	474299555.345495
51	30	475958899.546524	475959072.370772
52	31	478414463.356680	478414655.142746
53	27	484855051.965277	484855158.702956
54	27	485533182.204854	485533356.187510
55	36	487341358.613374	487341680.610329
55.5	9	487971091.935950	487971375.590351
56	50	501526827.326997	501537394.657201
56.5		504467943.865692	504467943.865692
51.5	9	516980692.638257	516980715.850336
