1	501103219.220471
z03mangahere	Kagamigami	39	469469249.625007	L	http://www.mangahere.co/manga/kagamigami/	469469249.625007
1		453735891.591106	453736137.094790
2	28	453736137.673620	453736891.396225
3	24	455778699.173810	455778816.922001
4	22	456210187.310754	456210253.921825
5	21	466460879.655265	466460975.408936
6	21	466838420.262209	466838518.413732
7		467613130.173252	467613237.889104
8		467613238.571104	467613337.323896
9		467613338.904875	467613503.784699
10		467613505.489358	467614213.676018
11		467614214.295121	467614304.885819
12		467614305.497175	467614364.586133
13		467614366.074285	467614484.429541
14		467614485.688939	467614532.432007
15		467614533.566195	467614597.205839
16		467614598.361143	467614649.327020
17		467614650.974562	467614709.031880
18		467614710.973437	467614767.554088
19		467614768.846020	467614826.608652
20		467639599.819643	467639956.947622
21		467639958.703381	467640027.180677
22		467656691.398472	467656807.009008
23		467656808.017346	467656909.765201
24		467656910.539073	467657007.606855
25		467657008.018462	467657077.346397
26		467657078.129824	467657124.233333
27		467657124.952160	467657172.487547
28		467657173.258256	467657235.592715
29	19	467782077.138675	467782091.308073
36	19	467782361.101440	467782434.961607
30		467782010.258894	467782051.787876
31		467782094.221487	467782119.740183
32		467782120.616910	467782162.078813
33		467782165.038622	467782233.384688
34		467782235.173133	467782288.722809
35		467782290.614047	467782359.245422
37		468852362.872379	468852397.254837
38	19	468852397.990785	468852441.332787
39	19	469469249.625007	469469307.845152
