1	495538469.236251
z03mangahere	Ana Satsujin	133	495538403.409759	L	http://www.mangahere.com/manga/ana_satsujin/	495538403.409759
1		415515049.660169	415515132.700474
2		415515134.416015	415515231.751387
3		415515278.987383	415515396.084198
4		415515396.120678	415515421.051583
5		415515421.083702	415515487.652020
6		415515487.684341	415515553.833940
7		415515553.864852	415515642.033931
8		415515642.063998	415515719.100516
9		415515719.143416	415515764.817239
10		415515764.848317	415515786.750569
11		415515786.786163	415515816.367217
12		415515816.398222	415515878.567238
13	10	415515878.604302	415515917.935262
14		416724289.719395	416724289.719395
15	7	416724291.980914	416724355.051884
16	8	417058230.762393	417058303.574782
17	10	417668431.903537	417668540.299681
18	11	418620498.553656	418620618.843078
19	10	418881052.509217	418881167.956385
20	10	419486113.216228	419486267.565987
21	10	420083470.628435	420083536.066101
22	10	420722974.548507	420723074.513195
23	10	421298085.384075	421298147.956709
24		423458325.201333	423458337.613765
25		423458337.658869	423458344.727849
26	11	423458344.753289	423458345.425184
27	11	423711833.437104	423711924.955773
28	10	424929520.609829	424929617.171397
29	10	425528256.327659	425528315.614844
30	11	426139682.569845	426139785.284590
31	10	426737653.059143	426738008.108055
32	10	427629075.054388	427629190.639785
33	11	427949092.533204	427949188.462585
34	9	428555259.163332	428555331.753275
35	10	429160806.473408	429160952.692975
36	10	430368548.172459	430368647.099872
37		431647761.090395	431647761.090395
38	10	432388653.284760	432388728.232811
39	10	432880073.576462	432880172.339721
40	10	433398718.309236	433398798.993995
41	11	434039650.497668	434039801.279405
42	11	434603746.294021	434603792.725411
43	10	435209306.928239	435209374.931784
44	11	435818350.462636	435818479.621131
45	10	436449454.559927	436449535.818126
46	10	437021292.306299	437021349.049079
47	10	437662897.140185	437662965.615231
48	10	438237210.977475	438237287.880324
49	10	438842310.208865	438842361.532031
50	10	439476334.111052	439476368.932385
51	10	440083725.111796	440083787.646138
52	11	440660371.879198	440660451.881222
53	10	441907240.427918	441907284.395516
54	11	442470214.889159	442470271.873547
55	1	443133155.811815	443133157.357585
56	12	443334967.840395	443335088.498509
57	11	443969045.323359	443969132.937855
58	11	444805236.268038	444805284.775295
59	7	445492490.706058	445492601.396772
60	6	446099289.469678	446099346.084551
61		446704886.878987	446704886.878987
62	7	447309423.623893	447309495.134386
63		447958777.068413	447958777.068413
64		447958777.385709	447958777.385709
65	1	448506189.079016	448506193.196041
66		450242043.026241	450242112.665932
67		450242113.222457	450242187.437536
68	11	450242188.020868	450242255.285722
69	6	452143661.982215	452143724.785614
70	11	452745315.415099	452745389.763711
71		453353326.303157	453353394.424899
72	11	453353394.649204	453353465.807928
73		455176309.891794	455176375.715757
74		455176376.369106	455176450.454264
75	11	455176451.203409	455176497.772680
76	7	457601609.278428	457601692.040340
77	9	458192968.063731	458193030.103410
78	6	458806278.698208	458806350.654564
79	14	459407153.254964	459407198.523987
80	14	460612918.336176	460612978.901304
81		461851863.497730	461851909.002607
82	7	461851910.113580	461851932.056185
83	10	462422814.481795	462422885.853810
84		463642316.344339	463642402.463692
85	10	463642403.393858	463642460.231807
86		464845070.542010	464845070.542010
87		466062033.925012	466062125.548920
88	13	466062126.766567	466062207.588204
89	12	466660417.198559	466660464.172500
90		467266630.061033	467266664.958444
91	12	467266665.658356	467266706.748107
92	11	467898278.496114	467898367.683890
93	13	468506624.162449	468506743.403839
94	10	469110984.911003	469111048.819985
95		470899354.472006	470899428.806442
96	12	470899430.443924	470899516.591877
97		471846658.985651	471846658.985651
98	12	472455996.813399	472456072.684008
99	14	473065131.124249	473065230.793715
100	8	473704910.069813	473704937.843594
101	6	473751129.362688	473751158.795956
102	11	475045508.956122	475045560.203709
103	11	475735081.482389	475735165.537025
104	12	476080805.105086	476080896.966666
105	10	476511585.810699	476511623.924130
106	13	477925652.110461	477925708.573698
107	7	478763638.393224	478763699.342036
108	6	479975604.700171	479975725.332154
109	7	480571989.107458	480572027.721756
110	7	481205103.863239	481205180.549765
111		481784285.297647	481784285.297647
112	6	482385013.694775	482385104.065097
113		482990122.041722	482990189.532159
114	10	482990190.599682	482990260.480628
115	12	483597125.889818	483597211.882960
116		484810002.358833	484810116.986721
117	11	484810118.171129	484810208.309496
119	13	486620512.167245	486620566.763483
118	12	486660219.780040	486660270.095673
120	8	487570938.001737	487571010.146203
121	14	487859247.533471	487859331.217748
122	7	489075272.579796	489075381.010919
123		489646235.757223	489647247.880219
124	11	489647248.669067	489647288.686850
125	10	490537572.596321	490537633.391414
126		492070584.630807	492070605.281815
127	8	492070605.974927	492070643.375515
128		492670169.699544	492670169.699544
129	10	493104016.099979	493104046.923746
130		494949040.485258	494949058.168655
131	7	494949058.757937	494949086.004288
132		495538360.831350	495538402.342390
133	11	495538403.409759	495538469.219665
