1	568335482.852078
z03mangahere	Re:Zero Kara Hajimeru Isekai Seikatsu - Dainishou - Yashiki no Shuukan Hen	20.6	568335374.080465	L	http://www.mangahere.cc/manga/re_zero_kara_hajimeru_isekai_seikatsu_dainishou_yashiki_no_shuukan_hen/	568335374.080465
16		488704324.109863	488704324.109863
15		488704324.109863	488704324.109863
14		488704324.109863	488704324.109863
13		488704324.109863	488704324.109863
12		488704324.109863	488704324.109863
11		488704324.109863	488704324.109863
10.1		488704324.109863	488704324.109863
10		488704324.109863	488704324.109863
9		488704324.109863	488704324.109863
8		488704324.109863	488704324.109863
7		488704324.109863	488704324.109863
6		488704324.109863	488704324.109863
5		488704324.109863	488704324.109863
4		488704324.109863	488704324.109863
3		488704324.109863	488704324.109863
2		488704324.109863	488704324.109863
1		488704324.109863	488704324.109863
0		488704324.109863	488704324.109863
16.5	12	490537486.844096	490537539.416735
16.2		492315786.166391	492315786.166391
16.1		492360669.337598	492360669.337598
17	2	495901736.593140	495901742.745331
18	40	500367249.034488	500367368.157150
19	2	505554511.302208	505554517.779190
20	3	506762853.597974	506762866.467421
20.5	27	510502931.783658	510503012.378212
20.6	36	568335374.080465	568335482.851512
