1	20150513-2
Hwaja	Hong Jac Ga	http://www.tapastic.com/premium/hwaja	N	N	N	N
Shaman	Dam Poong	http://www.tapastic.com/premium/shaman	N	N	N	N
A Day of A Prince	Dam Poong	http://www.tapastic.com/premium/adayofaprince	N	N	N	N
Estancia	Poongkyung Studios	http://www.tapastic.com/premium/estancia1	N	N	N	N
Blood Ocean	Poongkyung Studios	http://www.tapastic.com/premium/blood-ocean	N	N	N	N
Moonlight Hair	reonsio - Hong daeui	http://www.tapastic.com/premium/moonlighthair	N	N	N	N
HJ Story	nJoo	http://www.tapastic.com/premium/hjstory-vol1	N	N	N	N
Cry Like Wolves	LEE Sae-Hyung	http://www.tapastic.com/series/Like-A-Wolf	N	N	N	N
Summoners War The Tale of Two Wishes	Com2Us	http://www.tapastic.com/series/SummonersWar	N	N	N	N
