1	568306249.086870
z13mangadex	I Love Yu!	18	568306184.919077	L	https://mangadex.org/title/18123/i-love-yu	568306184.919077
1		560970545.609078	560970637.134885
2		560970637.376212	560970776.994355
VOL1 2		560970777.237495	560970783.867094
3		560970784.129781	560986696.159933
VOL1 3		560986696.556468	560986704.650989
4		560986704.970258	560986802.362726
VOL1 4		560986802.870413	560986804.599570
5		560986805.000364	560987588.128540
VOL1 5		560987588.491732	560987593.514776
6		560987594.924412	560987682.632288
VOL1 6		560987683.377464	560987687.151536
7		560987687.971435	560987752.016510
VOL1 7		560987752.268348	560987755.754387
8		560987756.464312	560987839.575662
VOL1 8		560987840.263812	560987841.373310
9		560987847.285005	560987907.991190
10		560987908.295311	560987980.760753
11		560987981.081152	560988037.279707
12	023	560988037.808905	560988091.934411
13		562635987.643287	562636079.134138
14	024	562636079.582206	562636143.656540
15		565641659.062555	565641762.674362
16	024	565641762.927963	565641845.146202
17		568306106.397655	568306184.630964
18	024	568306184.919077	568306247.689234
