1	555543781.543061
z13mangadex	AFO Guard	50	555543719.969252	L	https://mangadex.org/manga/14705/afo-guard	555543719.969252
40		555540697.060344	555540739.842572
39		555540538.652913	555540538.652913
38		555540538.652913	555540538.652913
37		555540538.652913	555540538.652913
36		555540538.652913	555540538.652913
35		555540538.652913	555540538.652913
34		555540538.652913	555540538.652913
33		555540538.652913	555540538.652913
32		555540538.652913	555540538.652913
31		555540538.652913	555540538.652913
30		555540538.652913	555540538.652913
29		555540538.652913	555540538.652913
28		555540538.652913	555540538.652913
27		555540538.652913	555540538.652913
26		555540538.652913	555540538.652913
25		555540538.652913	555540538.652913
24		555540538.652913	555540538.652913
23		555540538.652913	555540538.652913
22		555540538.652913	555540538.652913
21		555540538.652913	555540538.652913
20		555540538.652913	555540538.652913
19		555540538.652913	555540538.652913
18		555540538.652913	555540538.652913
17		555540538.652913	555540538.652913
16		555540538.652913	555540538.652913
15		555540538.652913	555540538.652913
14		555540538.652913	555540538.652913
13		555540538.652913	555540538.652913
12		555540538.652913	555540538.652913
11		555540538.652913	555540538.652913
10		555540538.652913	555540538.652913
9		555540538.652913	555540538.652913
8		555540538.652913	555540538.652913
7		555540538.652913	555540538.652913
6		555540538.652913	555540538.652913
5		555540538.652913	555540538.652913
4		555540538.652913	555540538.652913
3		555540538.652913	555540538.652913
2		555540538.652913	555540538.652913
1		555540538.652913	555540538.652913
0		555540538.652913	555540538.652913
41		555543452.079335	555543476.520622
42		555543476.840259	555543531.923018
43		555543532.717989	555543575.005512
44		555543575.863935	555543614.689202
45		555543615.339576	555543706.730223
46	3	555543707.536000	555543716.533551
50	18	555543719.969252	555543772.839336
49		555543779.152935	555543779.152935
48		555543779.152935	555543779.152935
47		555543779.152935	555543779.152935
