1	567992519.592576
z13mangadex	Ijiranaide, Nagatoro-san	29	567992465.142416	L	https://mangadex.org/title/22631/ijiranaide-nagatoro-san	567992465.142416
20		562174830.013987	562174862.711498
19		562174646.240231	562174685.953007
18		562174553.157907	562174645.800968
17-2		555947237.675145	555947241.479690
17		562174509.592542	562174547.068856
16-2		555947208.771738	555947213.863662
16		562174436.920509	562174499.331545
15		562174416.573452	562174436.580266
14.5		562174405.041699	562174416.262538
14.4		562174382.960094	562174404.729267
14.3		562174371.624614	562174382.677547
14.2		562174347.797910	562174371.377006
VOL2 14		562174324.956244	562174347.534266
14		562174232.824758	562174324.607418
13		562174185.289881	562174232.470334
12		562174150.097603	562174184.968151
11		562174054.572464	562174149.800018
10.3		562174044.908787	562174053.943516
10.2		562173991.116106	562174044.578428
10.1		562173930.763405	562173990.825512
10		562173900.255943	562173930.422486
9		562173754.217159	562173899.971273
8.3		562173741.098644	562173753.949243
8.2		562173715.162449	562173740.399543
8.1		562173688.435986	562173714.848176
8		562173653.741364	562173688.113735
VOL1 7		562173650.836940	562173653.481256
7		562173628.719239	562173650.211820
6		562173545.536349	562173628.476059
VOL1 5		562173541.193129	562173545.227560
5		562173354.741302	562173540.921320
4.5		562173313.989726	562173354.447486
4		562173258.102049	562173313.662316
3		562173192.358344	562173257.776381
VOL1 2.5		562173187.833254	562173192.109183
2.5		562173165.161231	562173187.287497
VOL1 2		562173161.927763	562173164.182761
2		562173084.328512	562173161.471652
VOL1 1-2		562173081.306285	562173084.030995
VOL1 1		562173077.310060	562173081.069114
1		562172980.693427	562173077.034385
21		562174863.053673	562174884.529134
22		562175890.149591	562175894.180744
19-2	015	558394016.294112	558394108.165450
22-2		558446570.804592	558446570.804592
23		562175896.542241	562175991.454235
23-2	022	559576383.352059	559576535.562225
VOL3 16		562174499.695340	562174508.907297
VOL3 17		562174547.413581	562174552.858565
VOL3 19		562174686.373620	562174829.747856
VOL3 22		562175894.358800	562175896.319724
VOL3 23		562175991.738067	562175993.822962
23.1		562175994.156114	562176001.704771
23.3		562176031.530961	562176034.287466
23.4		562176034.486472	562176064.041057
23.2		562176001.972759	562176031.206354
24		562176064.435159	562176197.231067
24-2	014	562176197.834086	562176234.929702
25		563155808.425673	563155873.584311
25-2	001	563155874.290821	563155876.640342
26	020	564346794.459494	564346910.243161
26-2		564361557.942099	564361557.942099
27		565571381.778260	565571386.287026
27-2	015	565633553.423213	565633657.225625
27.5	008	566317961.641440	566318027.240080
28	014	566777004.237708	566777073.628021
29	008	567992465.142416	567992518.126381
