1	567496617.757153
z13mangadex	Haru x Kiyo	22	567496355.212324	L	https://mangadex.org/title/9727/haru-x-kiyo	567496355.212324
20		555606573.722360	555606573.722360
19		555606573.722360	555606573.722360
18		555606573.722360	555606573.722360
17		555606573.722360	555606573.722360
16		555606573.722360	555606573.722360
15		555606573.722360	555606573.722360
14		555606573.722360	555606573.722360
13		555606573.722360	555606573.722360
12.5		555606573.722360	555606573.722360
12		555606573.722360	555606573.722360
11		555606573.722360	555606573.722360
10		555606573.722360	555606573.722360
9		555606573.722360	555606573.722360
8		555606573.722360	555606573.722360
7		555606573.722360	555606573.722360
6		555606573.722360	555606573.722360
5		555606573.722360	555606573.722360
4		555606573.722360	555606573.722360
3		555606573.722360	555606573.722360
2		555606573.722360	555606573.722360
1		555606573.722360	555606573.722360
20.5		559411675.809363	559411793.192997
21	046	559411793.521274	559412015.130569
22	042	567496355.212324	567496615.907745
