1	555528557.956840
z13mangadex	Boku no Ie ni Oide			L	https://mangadex.org/manga/7476/boku-no-ie-ni-oide	0.000000
8		555528557.377025	555528557.377025
VOL2 7		555528557.377025	555528557.377025
7		555528557.377025	555528557.377025
6		555528557.377025	555528557.377025
VOL2 5		555528557.377025	555528557.377025
5		555528557.377025	555528557.377025
4.5		555528557.377025	555528557.377025
4		555528557.377025	555528557.377025
3		555528557.377025	555528557.377025
2		555528557.377025	555528557.377025
1		555528557.377025	555528557.377025
